year,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,ht_trendline,kama10,kama20,kama30,sar,trima5,trima10,trima20,adx5,adx10,adx20,apo,cci5,cci10,cci15,macd510,macd520,macd1020,macd1520,macd1226,mom10,mom15,mom20,roc5,roc10,roc20,ppo,rsi14,rsi8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ultosc,willr,atr,trange,typprice,ht_dcperiod,beta,company,average
2017,1169.874986,1171.055292,1168.53699,1169.792142,22042.99097,1169.856958,1169.938336,1170.019509,1170.100367,1169.857018,1169.938144,1170.018988,1170.09956,1172.451778,1169.856958,1167.262137,1170.216081,1169.77924,1169.792356,1169.673472,2128.1,1169.856947,1169.938296,1170.100601,41.53281103,30.45113189,22.68163705,-0.226292101,-4.552227122,-6.299370413,-6.725818865,-0.081125422,-0.242541951,-0.161416529,-0.080572478,-0.225434228,-0.324970267,-0.486355282,-0.647321332,-0.012899141,-0.025775109,-0.051183711,-0.019473372,48.96405262,48.81330152,49.30188095,49.29965461,49.30366705,49.30188095,49.08274056,49.07859196,50.1932096,-51.03192128,2.558637016,2.557606228,1169.794808,21.54980749,0.497952224,LUPIN,1755.323788
2018,845.7464431,846.9258851,844.4979524,845.7273862,31761.67298,845.7319525,845.7373631,845.742777,845.7481333,845.7318912,845.7373333,845.7427599,845.7482459,848.1932354,845.7319525,843.2706695,845.7205957,845.7625091,845.8038187,845.8669505,2128.1,845.7319614,845.7374178,845.7481661,40.84235118,30.23382313,22.90662606,-0.014953761,-3.468218781,-4.381742653,-5.271240799,-0.005442124,-0.016354716,-0.010912591,-0.005485937,-0.01543424,-0.021904063,-0.032561049,-0.043014086,-0.000199854,-0.000372943,-0.000710645,-0.001689632,49.58328922,49.37840936,49.94021801,49.94303164,49.93731351,49.94021801,48.7780099,48.78271096,50.65797305,-50.70000851,2.454740408,2.454454234,845.7170746,21.67948301,0.538895215,LUPIN,1269.174861
2019,772.6072447,773.6411551,771.5687684,772.5933097,21829.48116,772.601964,772.613083,772.6239459,772.634584,772.6020191,772.6128942,772.6235421,772.634002,774.7537069,772.601964,770.450221,772.691337,772.5689828,772.6328147,772.6728579,2128.1,772.6019366,772.6130666,772.6347846,39.70576941,28.65438222,20.94514226,-0.029662963,-1.440536039,-0.813627117,-0.647059384,-0.0108751,-0.031982854,-0.021107753,-0.010459855,-0.029202929,-0.043883124,-0.065021846,-0.085516111,-0.001702938,-0.003503744,-0.006866377,-0.003643634,49.96014033,49.88384106,49.23318304,49.23086799,49.23645966,49.23318304,49.25972106,49.25480938,49.46864542,-50.76329272,2.093115306,2.093173129,772.6010777,21.46563374,0.504775564,LUPIN,1159.425539
2020,862.1596306,863.6089583,860.6455567,862.1420781,46316.2372,862.1194914,862.0910011,862.0626994,862.0347054,862.1194368,862.091156,862.0630334,862.0349973,865.1633954,862.1194914,859.0755873,861.9754201,862.084654,861.9739479,861.9987935,2128.1,862.1195107,862.0910207,862.0344804,39.94891757,28.7780249,21.15380744,0.078414079,-2.87717681,-2.539280662,-2.388085113,0.028280841,0.084439553,0.056158712,0.028036118,0.07849726,0.11362211,0.169263885,0.22462397,0.008810478,0.017332289,0.033918332,0.009081853,49.75762294,49.52982263,49.25368995,49.25458885,49.25297512,49.25368995,48.64097276,48.64174011,50.27636143,-51.1560979,3.004672792,3.004860484,862.1321977,21.66284595,0.540232122,LUPIN,1293.931737
2021,1038.130091,1039.530648,1036.658851,1038.098028,27962.1675,1038.100941,1038.104564,1038.108094,1038.111657,1038.100944,1038.104547,1038.108205,1038.111969,1041.00557,1038.100941,1035.196311,1038.098426,1037.971951,1037.883263,1037.850216,2128.1,1038.100948,1038.104573,1038.11166,40.64975229,29.53073939,21.71278282,-0.010144464,-0.310528959,0.12519473,-0.086606302,-0.003603631,-0.011025582,-0.00742195,-0.003764697,-0.010671873,-0.014386448,-0.021294645,-0.029110607,0.000398704,0.000742885,0.00136208,-0.001011669,49.97909936,49.96999405,49.81513845,49.81672592,49.81348257,49.81513845,49.54467482,49.54718685,49.80933866,-50.07807565,2.897186077,2.897176744,1038.095842,21.49866344,0.499222244,LUPIN,1557.860073
2022,884.9196078,886.0608627,883.6957059,884.8202549,22189.87843,884.9649686,885.1439608,885.3234392,885.5028039,884.9645645,885.1440356,885.3233831,885.50249,887.3286847,884.9649686,882.6012525,885.7119968,885.2084448,885.5503617,885.9711112,2128.1,884.9651092,885.1441529,885.5027661,41.75122427,31.70531471,24.59532897,-0.502226999,-5.588972147,-7.861970539,-10.32844455,-0.179471058,-0.537925526,-0.358454468,-0.179106907,-0.50093813,-0.718235294,-1.077196078,-1.434882353,-0.040959261,-0.081730504,-0.162873516,-0.058501461,47.78119259,47.88989205,46.55566218,46.56465548,46.54244771,46.55566218,49.12396267,49.13533711,47.44762806,-54.72989085,2.395390333,2.391843137,884.8589412,22.57558943,0.481036247,LUPIN,1327.908716
2015,203.6337477,203.9207382,203.3460179,203.6318741,24766.76831,203.6264167,203.6197137,203.6130578,203.6063795,203.626448,203.619744,203.6130805,203.6064551,204.2369993,203.6264167,203.0158342,203.6093858,203.6155998,203.582343,203.5752264,170.1508643,203.6264152,203.6196775,203.6063791,43.87612435,32.13958593,23.18811505,0.018685421,-1.096607398,-2.225265192,-2.335233134,0.006703996,0.019992912,0.013288906,0.006625133,0.018520724,0.026777955,0.040176996,0.053555911,0.008224494,0.016118214,0.032058438,0.009303702,50.11541566,49.93307785,50.75910555,50.75544295,50.76057515,50.75910555,50.05151711,50.05131798,49.95599136,-49.40456744,0.585371389,0.58557509,203.6328767,21.13246131,0.328374177,MARICO,305.5937471
2016,258.4386442,258.7644803,258.1107494,258.4347447,17734.59553,258.4310023,258.4262933,258.4215123,258.4167515,258.4309881,258.4262621,258.4215397,258.4168602,259.1064022,258.4310023,257.7556025,258.410441,258.4472005,258.4194316,258.3990551,169.35,258.4309984,258.4263164,258.4167604,42.83180824,31.53251134,23.01436304,0.013324457,-0.566398225,-1.659402223,-1.387832742,0.004726027,0.014127913,0.009401886,0.004679555,0.013042521,0.018969924,0.028465764,0.037977919,0.004810432,0.009733233,0.019578894,0.0055338,50.08624215,49.98951011,49.36841065,49.36955014,49.36910096,49.36841065,49.72175786,49.71951649,49.33535402,-50.38512195,0.662051186,0.662071028,258.4366581,21.70409761,0.356274763,MARICO,387.8198551
2017,303.9972051,304.3189885,303.6640312,303.9942751,14818.7164,303.9876468,303.9792034,303.9707282,303.9622378,303.9876152,303.9791711,303.9706708,303.962108,304.6610651,303.9876468,303.3142285,303.9459504,304.0232496,304.055951,304.0544494,169.35,303.9876534,303.9792295,303.9622564,41.43100332,29.55918012,21.25802691,0.023744563,0.398908139,1.32243669,1.220757801,0.008444079,0.025507127,0.017063048,0.008562755,0.024030206,0.033744189,0.050697373,0.067639745,0.006398367,0.012819463,0.025585782,0.008193085,50.45988338,50.44030271,50.2748485,50.27712005,50.27235675,50.2748485,49.82136745,49.82463742,50.59510139,-49.98827194,0.662830595,0.662958158,303.9924316,21.27384048,0.353239103,MARICO,456.1510042
2018,333.1837439,333.6045032,332.7412737,333.1819356,22147.38239,333.1762849,333.1694776,333.1627945,333.1560855,333.1763404,333.1695396,333.1627471,333.1559066,334.0867048,333.1762849,332.2658649,333.1445476,333.1658809,333.1504218,333.1689234,169.35,333.1762766,333.1694258,333.1560627,42.59934521,30.79484524,22.31879108,0.018864778,-2.218597924,-2.30664675,-2.014680907,0.006800806,0.020433812,0.013633005,0.006840511,0.019209223,0.027160494,0.040566705,0.054185022,0.005068119,0.009847349,0.019571849,0.005469102,49.86907602,49.63406275,50.37804331,50.37495946,50.3813767,50.37804331,49.45588436,49.45187355,50.9885816,-50.33594529,0.873369412,0.873293631,333.1759042,21.90203068,0.409644728,MARICO,499.97514
2019,364.9972966,365.4010213,364.574107,364.9884817,24714.91628,364.9920355,364.9963643,365.0005968,365.0047884,364.992014,364.9963004,365.0005491,365.0048126,365.8336735,364.9920355,364.1503975,364.9824688,365.015613,365.056465,365.0210543,169.35,364.9920416,364.9963839,365.0048429,41.99992443,30.19589954,21.431087,-0.011722717,-0.267495022,-1.617814145,-1.954742607,-0.00428643,-0.012798614,-0.008512184,-0.004263479,-0.011976845,-0.017271983,-0.025573457,-0.033798471,-0.001693854,-0.003324417,-0.006494961,-0.003257571,49.77290095,49.73890121,50.08960524,50.09111374,50.08704858,50.08960524,50.24794861,50.24978118,50.12952775,-50.21034664,0.833717897,0.833506281,364.98787,21.77585936,0.428181635,MARICO,547.6880748
2020,340.6796875,341.1808541,340.1676578,340.6755315,42255.10146,340.6689631,340.6607999,340.6526311,340.6445033,340.6689655,340.6608138,340.6526974,340.644605,341.7214341,340.6689631,339.6164921,340.6501686,340.6277916,340.611748,340.5823556,169.35,340.6689581,340.6608013,340.6444797,41.11837184,29.83112979,21.41601678,0.022717845,-1.332773002,-0.968692772,0.101842402,0.008151703,0.024360544,0.016208842,0.008092443,0.022662099,0.032732781,0.04897162,0.065043048,0.006050506,0.011862666,0.023195891,0.006162098,50.1533381,50.04377702,49.16211142,49.16058026,49.16500938,49.16211142,49.00848768,49.00714921,49.88621934,-50.55865902,1.025733081,1.025815795,340.6746811,21.82535452,0.441337152,MARICO,511.264683
2021,489.885881,490.4423569,489.2634895,489.8703896,31024.14157,489.8585357,489.8436049,489.8285508,489.8135246,489.8585048,489.8435446,489.8285583,489.8135928,491.0541684,489.8585357,488.662903,489.7887264,489.885918,489.9131604,489.8856496,169.35,489.8585341,489.843642,489.813544,41.68620399,29.9340829,21.46026828,0.042041127,-1.822261295,-2.045050912,-2.034752666,0.014960206,0.044912077,0.029951871,0.014965539,0.041855728,0.059842222,0.090047009,0.119800616,0.007306154,0.014676525,0.02927675,0.009239265,49.92990538,49.73143502,50.66716613,50.66930526,50.66668132,50.66716613,49.46601744,49.46537342,51.58550029,-50.38219038,1.189738485,1.189917329,489.8587453,21.85079907,0.419278023,MARICO,735.0741017
2022,496.9101176,497.4472941,496.3329608,496.8941569,17996.92471,496.9000745,496.9085392,496.9184314,496.9283676,496.9003799,496.9093382,496.9188533,496.9285303,498.065895,496.9000745,495.734254,496.9288992,496.8376296,496.8522346,496.9240802,169.35,496.9000701,496.9081797,496.9279335,41.05619405,29.45543206,21.14687242,-0.027480015,3.018500263,4.114385197,3.366721732,-0.008958333,-0.028150402,-0.019192069,-0.009676954,-0.026987842,-0.035411765,-0.056901961,-0.074705882,-0.002092178,-0.00527309,-0.011541251,-0.005371536,49.69623475,50.08518048,50.74304373,50.72462675,50.74994661,50.74304373,51.39387941,51.39048857,50.47517429,-49.12105292,1.131063361,1.130784314,496.8914706,21.75638451,0.425647955,MARICO,745.6137745
2015,4081.41432,4085.200272,4077.493198,4081.379829,6544.609069,4081.267127,4081.128596,4080.992233,4080.855732,4081.267768,4081.129907,4080.993265,4080.857373,4089.42777,4081.267127,4073.106484,4080.662681,4081.122865,4080.80879,4080.839624,3392.291479,4081.267028,4081.127976,4080.85517,42.79851245,31.73517782,23.74314751,0.382225512,-1.001029023,-1.455016652,-0.924496253,0.137861294,0.410394479,0.272532754,0.135881996,0.380250183,0.552187297,0.823719884,1.098967028,0.007369179,0.014522764,0.028966371,0.009300067,50.49229307,50.26683475,50.64090941,50.63795217,50.64383042,50.64090941,49.61554441,49.6135712,50.64403344,-49.34475068,7.853080583,7.852965725,4081.357767,21.6315538,0.486832491,MARUTI,6123.946871
2016,4510.745668,4515.183246,4506.126339,4510.694292,10438.75717,4510.619071,4510.521656,4510.421636,4510.321201,4510.618185,4510.519982,4510.420431,4510.320281,4520.468564,4510.619071,4500.769577,4510.262322,4510.605272,4510.263721,4510.416507,3884.109958,4510.619204,4510.52255,4510.322223,43.21728402,32.6009115,24.8390721,0.280898189,-1.822976708,-1.917183,-1.925632022,0.098202494,0.297904229,0.199701736,0.100150106,0.280672406,0.391730571,0.593571545,0.794865938,0.00463305,0.009524836,0.019430156,0.005697711,50.53800658,50.27924408,50.28930451,50.29216817,50.28775899,50.28930451,49.04236327,49.04357924,50.63166841,-49.65147601,9.250740825,9.250992549,4510.667959,21.98067589,0.475194785,MARUTI,6768.246416
2017,7232.877998,7238.121081,7227.422494,7232.896762,6200.119148,7232.419702,7231.825395,7231.231987,7230.638652,7232.420157,7231.825982,7231.232191,7230.638521,7243.415585,7232.419702,7221.42382,7229.477212,7231.994419,7232.106498,7231.943394,3193.3,7232.41963,7231.824995,7230.638313,41.69317228,30.95318952,23.16252111,1.661312415,-0.803788695,0.047601654,0.567858169,0.594174873,1.781636445,1.187461572,0.593670055,1.661982649,2.377273219,3.563677154,4.749545897,0.016629259,0.033180194,0.066374035,0.022733148,51.33772409,50.91699701,50.76531458,50.76491771,50.7654022,50.76531458,48.74899285,48.74598219,50.76831213,-48.85576243,10.85792504,10.85881176,7232.813446,21.85889915,0.459579591,MARUTI,10851.83233
2018,8572.038911,8579.562389,8563.631144,8571.730511,8219.062816,8571.977611,8572.283608,8572.586899,8572.888569,8571.976901,8572.281538,8572.5842,8572.88578,8588.968403,8571.977611,8554.986819,8573.376138,8572.605139,8572.85623,8573.523045,3193.3,8571.977698,8572.284209,8572.890364,43.37121867,32.80929703,25.14679537,-0.844143838,-2.737379973,-3.982669265,-4.767478276,-0.304636965,-0.908879308,-0.604242344,-0.301580269,-0.843784679,-1.222972752,-1.822964595,-2.422681786,-0.006531339,-0.012947575,-0.025581812,-0.009826725,49.36733366,49.3201483,50.66199932,50.66269211,50.66095974,50.66199932,49.42870046,49.43232621,50.84824686,-49.8862978,16.22610865,16.22714962,8571.641348,21.78661111,0.518614478,MARUTI,12861.37796
2019,6789.005546,6796.858616,6780.741805,6788.860552,13349.58564,6788.870449,6788.884839,6788.900878,6788.917947,6788.870925,6788.886199,6788.903015,6788.920845,6805.297948,6788.870449,6772.44295,6789.127289,6788.684018,6788.495407,6788.666808,3193.3,6788.870374,6788.884439,6788.91683,42.41337106,31.55886801,23.70999619,-0.048674537,-1.179064552,-1.69397755,-0.935468668,-0.015274864,-0.049920448,-0.034645584,-0.017830403,-0.050415169,-0.057820863,-0.094565811,-0.131073184,0.000626862,0.001224746,0.002268355,-0.000617143,49.81455658,49.7870391,50.53314706,50.53227599,50.53442174,50.53314706,49.58728152,49.58364052,50.61457845,-49.4905535,16.29324897,16.29288094,6788.820324,21.95420541,0.485336977,MARUTI,10187.22952
2020,6397.638635,6407.038948,6387.813547,6397.510637,17528.85502,6397.48021,6397.442879,6397.406922,6397.371656,6397.480444,6397.443685,6397.407147,6397.370309,6417.776017,6397.48021,6377.184403,6396.860305,6397.156182,6397.713453,6397.384585,3193.3,6397.480195,6397.442632,6397.370876,41.65489761,31.15659392,23.33916744,0.099837188,-2.226371576,-1.956711615,-2.24850001,0.036759446,0.110134711,0.073375266,0.036837225,0.103231721,0.147672194,0.216935055,0.288395514,0.003463452,0.006764026,0.013406481,0.001418567,49.95670079,49.74275647,50.12035703,50.11892213,50.12150404,50.12035703,49.25093232,49.25226884,50.78701962,-50.4492953,19.62795131,19.62986554,6397.454377,22.35691061,0.505903179,MARUTI,9600.945722
2021,7235.93091,7243.795394,7227.364173,7235.714992,10880.93203,7235.739652,7235.770269,7235.800239,7235.829882,7235.739627,7235.769917,7235.800114,7235.830497,7252.736809,7235.739652,7218.742495,7235.653264,7235.764175,7235.746645,7236.053885,3193.3,7235.739666,7235.770394,7235.8302,41.79519539,30.97052812,23.28869608,-0.08346937,-1.870017489,-2.656809788,-2.492950888,-0.030289972,-0.090870292,-0.06058032,-0.030383105,-0.085286157,-0.121164965,-0.179915708,-0.240627871,-1.76E-05,-3.68E-07,0.000122229,-0.001076942,49.63767489,49.55113001,50.3959455,50.3962538,50.39479902,50.3959455,49.55954088,49.55959278,50.83465174,-49.98906035,16.65501941,16.65332847,7235.624853,21.91240957,0.522075722,MARUTI,10857.47748
2022,8306.976216,8318.85798,8295.059784,8307.287451,10607.24039,8306.394106,8305.271092,8304.147792,8303.01814,8306.392588,8305.268515,8304.140559,8303.009716,8330.530092,8306.394106,8282.25812,8302.157034,8307.79831,8307.596564,8305.738157,3193.3,8306.394302,8305.271225,8303.022461,39.58432253,28.32378192,20.99418687,3.165391654,-1.971776238,-1.799446596,0.920911823,1.124073001,3.38287217,2.258799169,1.130842309,3.169150492,4.477411765,6.745784314,9.029843137,0.029275007,0.058622741,0.118355403,0.039658378,51.14536928,50.79639558,50.49751711,50.50528922,50.49633504,50.49751711,48.65813253,48.66500872,51.41894233,-49.57402221,24.07439506,24.10162745,8307.068405,21.93280325,0.497645974,MARUTI,12466.38787
2015,682.1499402,683.1528889,681.126567,682.1249769,14526.08809,682.1322296,682.1418469,682.1517119,682.1618407,682.1323555,682.1421186,682.1523574,682.1630965,684.3567471,682.1322296,679.9077121,682.195951,682.1926304,682.3023437,682.4281461,710.6063663,682.1322099,682.141722,682.1616167,44.33078593,33.33301022,25.34910962,-0.028433536,-5.30660639,-7.25079583,-8.485892615,-0.009763154,-0.030741085,-0.020977919,-0.010739975,-0.030496655,-0.038364314,-0.058729576,-0.079494435,-0.001369214,-0.002955063,-0.00636379,-0.004487307,49.04278641,48.72366952,48.64017618,48.63915777,48.64190303,48.64017618,49.07225547,49.07065172,49.00072136,-52.40000711,2.063707307,2.063012669,682.134811,21.86378027,0.415414114,MCDOWELL-N,1023.716172
2016,474.6235498,475.3389721,473.8792103,474.6015424,22252.56948,474.6245937,474.6528085,474.6806687,474.7083605,474.6244461,474.6525382,474.68039,474.7081509,476.1605548,474.6245937,473.0886325,474.7081111,474.6978846,474.774198,474.7946249,816.01,474.6246165,474.6529378,474.7085714,42.68314855,31.84050615,23.80501869,-0.07754703,-7.02052194,-9.853768647,-10.93010482,-0.028092088,-0.083704818,-0.05561273,-0.027760863,-0.077717595,-0.112730734,-0.168005112,-0.222784032,-0.010178755,-0.020140161,-0.039764465,-0.015989455,48.84187482,48.56617414,48.39286535,48.39423883,48.39142378,48.39286535,48.47454357,48.47635645,49.37484766,-52.37024342,1.479979662,1.479401207,474.6065749,21.72495691,0.422753201,MCDOWELL-N,712.2785773
2017,497.0053438,497.6841794,496.320912,497.0053892,33371.16229,496.9679216,496.9213721,496.8749276,496.8286223,496.9679992,496.921503,496.8751713,496.8289283,498.4128528,496.9679216,495.5229904,496.7708625,497.0250368,497.0193776,496.9602437,816.01,496.9679098,496.9213186,496.8285027,42.47697091,31.31526033,23.46528753,0.129543287,-5.134370338,-6.536035372,-6.425020642,0.046496181,0.139070825,0.092574645,0.046242936,0.129469356,0.186237431,0.278895016,0.370746027,0.0188355,0.037704471,0.075365524,0.023965694,49.94605362,49.55231316,48.59582381,48.5950805,48.5960098,48.59582381,48.12702071,48.12808093,49.61613626,-51.89804383,1.382841949,1.383231701,497.0034935,21.65766077,0.413062289,MCDOWELL-N,745.8446354
2018,633.8739936,634.9205955,632.7748518,633.8534296,24670.68663,633.8643837,633.877505,633.8905816,633.9036113,633.8642631,633.8774305,633.8905099,633.9035529,636.0964247,633.8643837,631.6323428,633.9288841,633.8690708,633.8647027,633.8370693,816.01,633.8644191,633.8775908,633.9036583,40.32311821,29.4022578,21.82986302,-0.036487973,-3.621790041,-4.418753335,-4.814189532,-0.013167333,-0.039289804,-0.026122471,-0.013042996,-0.036480772,-0.052824278,-0.078899766,-0.104798499,-0.002171926,-0.004198562,-0.008658981,-0.00529351,49.48342793,49.26276295,49.35953975,49.36152324,49.35668652,49.35953975,49.01737611,49.01993524,50.05922288,-51.37135127,2.16919174,2.169292979,633.8496256,21.52674977,0.51328261,MCDOWELL-N,951.3080214
2019,580.4806253,581.3130366,579.6308711,580.4706472,20278.50082,580.4744686,580.4794967,580.4844954,580.4894342,580.4745086,580.4794638,580.4843575,580.4891929,582.2213458,580.4744686,578.7275914,580.5125318,580.4592117,580.5635383,580.5139872,816.01,580.4744497,580.4794622,580.4894806,39.67388138,28.52706944,20.89171796,-0.013714903,-1.769336052,-2.07920411,-2.524494132,-0.00495519,-0.014684257,-0.009729068,-0.004835302,-0.013541868,-0.019931731,-0.029787002,-0.039300928,-0.000497701,-0.00108441,-0.002269892,-0.002187128,49.67517493,49.59118131,49.74472049,49.74373826,49.74632484,49.74472049,49.59495148,49.59407803,49.90256038,-50.31188565,1.696412643,1.6960568,580.4715183,21.58167486,0.517670157,MCDOWELL-N,871.1284721
2020,573.8566064,574.8763566,572.7922323,573.8437125,39908.4667,573.8459915,573.8487866,573.8515179,573.8542773,573.8459742,573.848756,573.8515368,573.8543485,576.06151,573.8459915,571.630473,573.8414361,573.8844474,573.7942124,573.789878,816.01,573.8459841,573.8488113,573.8542786,40.01326354,28.7830218,20.89619424,-0.007697401,-4.172148201,-5.783413201,-5.896596323,-0.002781805,-0.008374235,-0.00559243,-0.002811678,-0.007897417,-0.011028435,-0.016662238,-0.022083444,0.001417652,0.002676111,0.004866953,-0.001231452,49.41897448,49.17434702,48.97584979,48.97607117,48.97666947,48.97584979,48.84053376,48.83814037,50.283811,-51.85345903,2.110364094,2.110728142,573.8374338,21.66175364,0.521318703,MCDOWELL-N,861.2724728
2021,693.7186281,694.7353407,692.641098,693.7043713,32675.90112,693.6697812,693.6265421,693.5832397,693.5400608,693.6697779,693.6265532,693.583382,693.5402615,695.7977476,693.6697812,691.5418147,693.5159135,693.5457266,693.4705431,693.4699817,689.3819349,693.6697821,693.626558,693.5400067,40.23921775,28.81305526,20.8866028,0.120831324,-1.43723275,-0.117193469,0.885820433,0.04322474,0.129516464,0.086291724,0.043120501,0.120699274,0.173050738,0.259623386,0.345258551,0.013094968,0.026140491,0.052169089,0.016671493,50.2560684,50.07128361,49.89543267,49.89660263,49.89477933,49.89543267,48.93944874,48.93981954,50.70125327,-50.28956922,2.113503747,2.11368131,693.6936033,21.68005633,0.481945163,MCDOWELL-N,1041.05589
2022,882.9167255,884.1291765,881.5663922,882.854902,19649.60471,882.9041333,882.9651529,883.0255033,883.0848206,882.9039672,882.9642817,883.0232167,883.0808935,885.503378,882.9041333,880.3048887,883.1194177,883.0153094,882.848495,882.8679588,354.69,882.9041657,882.9651961,883.0857052,42.95256815,31.8745955,24.06626814,-0.164474736,-3.610810631,-6.324527423,-7.800690358,-0.06031451,-0.176926323,-0.116611812,-0.057676805,-0.160593282,-0.243686275,-0.36345098,-0.473627451,-0.013035975,-0.025860378,-0.049875915,-0.018912084,49.04561271,49.04805681,49.26985159,49.2772718,49.26079058,49.26985159,48.90701475,48.91060511,50.19677982,-51.70338971,2.590755335,2.589705882,882.8501569,22.92772899,0.45881574,MCDOWELL-N,1324.912373
2015,188.9345332,189.2552424,188.6361761,188.9575158,3571.559174,188.9617364,188.9670097,188.9723028,188.9775827,188.9617377,188.9670162,188.9723086,188.9776318,189.6230293,188.9617364,188.3004435,188.9833368,188.9908162,189.0007292,189.012854,247.3125481,188.9617367,188.9670042,188.9775872,45.05147134,33.12901541,24.54738184,-0.014750781,-4.782846231,-6.448176161,-7.605483207,-0.005278512,-0.015894126,-0.010615604,-0.005322031,-0.014937633,-0.021150317,-0.031723995,-0.042143745,-0.003249158,-0.007201591,-0.015484086,-0.007443398,49.14597261,48.86917393,47.83984447,47.84090803,47.83874381,47.83984447,48.62092946,48.62181956,48.87466433,-53.40578042,0.635929766,0.635776449,188.9496448,20.19150615,0.185438263,MUTHOOTFIN,283.5733305
2016,264.7303291,265.2250748,264.2358036,264.7253087,8197.149361,264.714087,264.7000381,264.6859695,264.6718123,264.7140905,264.699998,264.6858358,264.6716099,265.8324587,264.714087,263.5957154,264.6439157,264.7149191,264.7015857,264.6910368,105.3696492,264.7140963,264.7000248,264.6718703,44.22976266,32.764347,24.72895382,0.039671049,-2.371178756,-2.811700611,-3.130263876,0.014092535,0.042480591,0.028388056,0.01422589,0.039859645,0.056197987,0.084490073,0.113168344,0.015544836,0.030520449,0.060745089,0.017499155,49.93957886,49.6267061,48.06165574,48.05880346,48.06301958,48.06165574,48.62111326,48.61930018,48.30977194,-52.47067374,1.011754207,1.012281751,264.728729,21.09710338,0.288318912,MUTHOOTFIN,397.3429766
2017,420.6883393,421.3252298,420.0041248,420.680406,9098.736728,420.6595859,420.6335766,420.6075801,420.5816746,420.6595799,420.6336092,420.6076783,420.5817506,422.1015472,420.6595859,419.2176246,420.5378985,420.677867,420.5931955,420.5436426,0,420.6595821,420.6335844,420.5816179,42.11338736,31.44605148,23.75360397,0.072509519,-2.664245648,-4.510542958,-4.938505305,0.025970759,0.077829286,0.051858527,0.025927668,0.072631969,0.104011244,0.155908747,0.207244026,0.015688129,0.031290537,0.061999831,0.019567751,50.2870651,49.96827053,49.89814095,49.89953781,49.89858533,49.89814095,48.73342262,48.73390599,50.76150769,-50.46088274,1.342095576,1.342307276,420.6699202,21.16928341,0.415243077,MUTHOOTFIN,631.3272921
2018,420.5659406,421.3244793,419.7939142,420.5570512,13573.64214,420.5523925,420.5469166,420.5415868,420.536302,420.5524741,420.5470283,420.5417049,420.5364842,422.2234126,420.5523925,418.8813723,420.4847711,420.6038302,420.5928825,420.5685317,0,420.5523722,420.5468576,420.5362289,40.19634624,28.77926577,20.84310243,0.01485224,-1.735670166,-2.866934607,-3.829858172,0.005445827,0.01598985,0.010544023,0.005220631,0.014521788,0.021991081,0.032327188,0.043114701,0.004743246,0.009030036,0.017091808,0.003069726,49.85338731,49.70543242,49.06423324,49.0611067,49.06706056,49.06423324,49.20801467,49.20390263,49.42264812,-51.38030003,1.554978067,1.554777832,420.5584815,21.06308352,0.436601883,MUTHOOTFIN,631.2214363
2019,616.108722,617.0252321,615.1883015,616.1080284,13898.35904,616.081373,616.0477081,616.0137886,615.9797256,616.081287,616.0474843,616.0133935,615.9790837,618.0059645,616.081373,614.1567815,615.8980642,616.0693703,616.0400871,615.980876,0,616.0813839,616.0477849,615.9798936,39.90429294,28.71120007,20.96309311,0.095589246,-2.029961264,-2.49723865,-2.062942283,0.033802698,0.102203316,0.068400618,0.034309829,0.096193099,0.134814309,0.202897324,0.272001638,0.011991874,0.024140063,0.048594418,0.015187488,50.21179577,49.95298988,49.7446523,49.74739836,49.74211067,49.7446523,49.30902455,49.31132381,49.74119418,-50.09269712,1.851318208,1.851665756,616.1071873,21.27693559,0.505465263,MUTHOOTFIN,924.6193829
2020,998.8627611,1001.026125,996.6544539,998.8708902,35410.21866,998.8233229,998.7636986,998.7044463,998.6453231,998.8233076,998.7639376,998.7047969,998.6457762,1003.316516,998.8233229,994.33013,998.5057513,998.7968066,998.9215697,998.8487282,0,998.8233473,998.76366,998.6451486,40.4970672,29.35801678,21.62074627,0.165329064,-0.661769261,1.016283464,1.892323113,0.059369983,0.177531347,0.118161364,0.059020642,0.16526458,0.237669413,0.355904863,0.47335105,0.016298923,0.032225524,0.06408577,0.017187241,50.33743573,50.19533016,49.8711665,49.87125412,49.8701342,49.8711665,49.28911498,49.29219235,50.45232555,-50.44846999,4.428240654,4.429295775,998.8504899,21.74981843,0.529869418,MUTHOOTFIN,1499.353352
2021,1399.933841,1402.022745,1397.751526,1399.913268,17159.55817,1399.882378,1399.843822,1399.805053,1399.766172,1399.882372,1399.843681,1399.804895,1399.766135,1404.165486,1399.882378,1395.59927,1399.637249,1399.89241,1400.010133,1400.015444,0,1399.882375,1399.843851,1399.766295,40.92173988,29.80784129,21.89556861,0.108930976,-1.980597255,-2.208306348,-1.934549149,0.038691153,0.116237634,0.077546481,0.038760039,0.108401537,0.154673907,0.232522829,0.310633814,0.007057187,0.014223763,0.028759133,0.00813164,49.86101548,49.72032139,49.78957863,49.79013544,49.78992777,49.78957863,49.38971011,49.38785914,50.52120721,-50.89945276,4.310825256,4.310858054,1399.895847,21.76568476,0.461335008,MUTHOOTFIN,2100.898509
