year,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,ht_trendline,kama10,kama20,kama30,sar,trima5,trima10,trima20,adx5,adx10,adx20,apo,cci5,cci10,cci15,macd510,macd520,macd1020,macd1520,macd1226,mom10,mom15,mom20,roc5,roc10,roc20,ppo,rsi14,rsi8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ultosc,willr,atr,trange,typprice,ht_dcperiod,beta,company,average
2019,181.8007318,182.1817094,181.4231322,181.7985609,152928.9084,181.7927357,181.7853818,181.7779771,181.7706405,181.7927196,181.7853715,181.7780256,181.7706717,182.5776048,181.7927357,181.0078665,181.7758965,181.7590239,181.7519356,181.7679301,72.45,181.7927354,181.7854051,181.7706146,40.8934303,30.19800179,22.4286349,0.020520873,-0.554774977,0.519781246,1.798055578,0.007348021,0.022047852,0.014699831,0.007353941,0.020611565,0.029500273,0.04412343,0.058593665,0.01001244,0.020362582,0.040343528,0.010216742,50.37188014,50.23155579,49.36506115,49.36724056,49.36418088,49.36506115,49.47015048,49.46965568,49.49924629,-50.31940007,0.765493758,0.765647187,181.8011342,21.91629358,0.508586385,DLF,272.8932755
2020,173.5978953,174.0040765,173.1894605,173.5944273,159157.2137,173.5942562,173.5939955,173.5936698,173.5932854,173.5942408,173.5939413,173.5935976,173.5932527,174.4555093,173.5942562,172.733003,173.5890967,173.5846886,173.5814696,173.5989595,72.45,173.5942585,173.594008,173.5933397,41.07012381,30.50060077,23.08142484,0.001087376,-1.986092291,-1.015662351,-0.341246473,0.000299502,9.88E-04,0.000688591,0.000344915,0.000939233,0.001097529,0.001918682,0.00289131,0.004129002,0.008236545,0.017019207,0.00061302,50.14814925,49.92861757,48.99529816,48.99604818,48.99429129,48.99529816,48.70926706,48.71103869,49.8678204,-51.18330827,0.829129624,0.829192134,173.5959881,22.003754,0.527443854,DLF,260.5988068
2021,327.1248609,327.7412006,326.4855784,327.1162263,155017.5321,327.0990928,327.0778651,327.0567834,327.0357802,327.0991366,327.0779719,327.0568971,327.0358635,328.3929504,327.0990928,325.8052352,327.0303023,327.0021365,326.9815149,326.8861051,72.45,327.0990789,327.0778314,327.0356902,40.52487094,29.93804834,22.61760321,0.058829403,-2.966113833,-2.15184499,-1.159575556,0.021164661,0.06327309,0.042108429,0.021033648,0.058868071,0.084835468,0.126730426,0.168547036,0.016176358,0.032198663,0.064073834,0.019352266,50.29279787,49.984342,49.11512949,49.1117121,49.11940787,49.11512949,48.34791635,48.34251298,49.98607265,-50.55688866,1.271439225,1.271467553,327.1143351,21.85717846,0.529204366,DLF,490.9839898
2022,392.8973333,393.5409804,392.2135098,392.8847647,79538.16627,392.9095569,392.9397745,392.9699176,392.9992824,392.9093893,392.939366,392.9684625,392.9966453,394.3307256,392.9095569,391.4883881,393.0772564,392.9175792,392.9189816,392.8274708,72.45,392.9096341,392.9398091,392.999821,41.90787749,31.63512216,24.40079964,-0.081565988,-2.469220485,-4.899219824,-5.796610703,-0.029976651,-0.087255976,-0.057279326,-0.028182852,-0.078193288,-0.121901961,-0.180823529,-0.235098039,-0.0144616,-0.02876654,-0.054746928,-0.021702541,49.36564652,49.23410192,50.75444038,50.77054424,50.73215404,50.75444038,49.31735807,49.35088133,50.85759756,-49.46153645,1.350641532,1.35154902,392.8797516,22.62404869,0.566879997,DLF,589.6477353
2017,944.2329194,945.6752819,942.7942511,944.2284988,18863.92805,944.1527824,944.0573276,943.9617104,943.8683364,944.1526072,944.0577989,943.9637432,943.8699569,947.0888205,944.1527824,941.2167443,943.8407774,944.1471369,943.9803594,943.906811,560,944.1527845,944.0575733,943.8670757,42.28589016,31.42935874,23.69995556,0.261352384,-6.692810426,-8.138681224,-7.738482255,0.094808277,0.282650319,0.18784202,0.093784952,0.262904838,0.382898651,0.567751643,0.749290903,0.0232907,0.047004304,0.092227597,0.02996873,49.98275184,49.40885457,47.44102873,47.44279399,47.44011138,47.44102873,47.49256627,47.49534156,48.98728035,-53.37120616,2.915374393,2.91542027,944.2326773,21.12015344,0.403975865,DMART,1417.072407
2018,1427.009798,1429.047194,1424.88335,1426.997368,9946.832218,1426.951025,1426.893447,1426.835694,1426.775943,1426.95107,1426.892778,1426.833369,1426.773071,1431.305468,1426.951025,1422.596583,1426.710453,1426.779726,1426.733584,1426.715008,560,1426.950996,1426.893357,1426.777165,42.07631366,31.34067393,23.90149496,0.167615498,-3.411924306,-3.888087735,-4.038886498,0.058291647,0.177999107,0.119707461,0.060297794,0.169316426,0.229795508,0.350720618,0.475561538,0.010002129,0.019784652,0.040647029,0.012203684,50.05659825,49.68419918,50.18448887,50.18339422,50.18619412,50.18448887,48.52318662,48.51932598,50.63124396,-49.95059699,4.238112544,4.238758362,1426.97597,21.27792486,0.498574306,DMART,2141.488868
2019,1549.01385,1551.049489,1546.833577,1548.994566,6784.918078,1548.969356,1548.937141,1548.904211,1548.871744,1548.96916,1548.936872,1548.904542,1548.872267,1553.261673,1548.969356,1544.677039,1548.776682,1549.015603,1549.027651,1549.121422,560,1548.969381,1548.937361,1548.871687,40.92839378,29.76508072,22.1769816,0.090679904,-3.125665856,-3.623941022,-3.778782,0.032287853,0.096893459,0.064605606,0.032275624,0.090366388,0.129732387,0.194841617,0.258096668,0.004897913,0.009830947,0.01948205,0.005289691,49.84275359,49.67307782,50.36299529,50.36343819,50.36258494,50.36299529,49.35408799,49.35450639,51.21744398,-49.97524399,4.265473123,4.26525396,1548.959211,20.83217802,0.441391227,DMART,2324.466278
2020,2233.441932,2237.03581,2229.614594,2233.486509,9631.949352,2233.387946,2233.266185,2233.147089,2233.028924,2233.388413,2233.267956,2233.149093,2233.031143,2241.305114,2233.387946,2225.470778,2232.992543,2232.87064,2232.536131,2232.248277,560,2233.38793,2233.265637,2233.027598,44.72974806,33.23388479,24.78715165,0.330643281,-2.265454666,-1.872203746,-0.758592465,0.120456703,0.357270021,0.236813318,0.11795044,0.329741821,0.484106611,0.718362032,0.952766263,0.013362064,0.026063848,0.051100926,0.014681958,50.42250079,50.19508381,49.15306115,49.15152439,49.15278063,49.15306115,49.06938659,49.07228231,50.33167631,-48.25691766,7.556169204,7.559460034,2233.378971,21.91930003,0.383854775,DMART,3351.843107
2021,3618.380413,3623.353053,3612.978746,3618.270889,6271.289944,3618.065048,3617.806551,3617.545492,3617.284156,3618.064711,3617.805123,3617.544629,3617.28394,3628.317175,3618.065048,3607.812921,3616.912834,3617.970148,3618.415268,3618.141988,560,3618.065132,3617.806999,3617.285052,41.8834792,30.77341393,22.88821733,0.731661495,-3.767947116,-4.589469584,-4.421289339,0.259588167,0.780770492,0.521182325,0.260688701,0.729900754,1.03721835,1.561973848,2.083546766,0.015590914,0.031196097,0.062435429,0.020258591,50.31151362,49.83263226,50.48135865,50.48245839,50.48063513,50.48135865,48.45670664,48.45721658,51.38986236,-50.29793257,10.52647551,10.52572,3618.200896,21.05784348,0.443690314,DMART,5429.842426
2022,4282.316725,4287.809078,4275.851255,4281.95849,7868.91098,4282.42989,4283.009161,4283.580486,4284.142587,4282.426873,4283.000918,4283.563897,4284.119027,4294.2789,4282.42989,4270.58088,4285.306025,4282.096893,4282.753358,4282.898078,560,4282.429723,4283.011858,4284.15073,43.40922544,32.89733226,25.3893415,-1.569089618,-3.727648949,-4.275389759,-4.98064506,-0.574044335,-1.692154217,-1.118109881,-0.555130114,-1.551255533,-2.317215686,-3.43627451,-4.520078431,-0.025579367,-0.050621662,-0.098628935,-0.035784752,48.41643512,48.46084671,50.95907946,50.96901453,50.9583757,50.95907946,50.20564361,50.18941775,51.81792657,-49.914398,12.17406015,12.17954902,4281.872941,22.16992412,0.44524705,DMART,6425.734706
2015,3643.091041,3647.088605,3638.900533,3643.043811,6067.816976,3643.048717,3643.054206,3643.058556,3643.061865,3643.048489,3643.053385,3643.057695,3643.061896,3651.802544,3643.048717,3634.29489,3643.081932,3643.091485,3642.815841,3642.603666,3110.273127,3643.048677,3643.054499,3643.062781,44.14669739,32.96676688,24.70707322,-0.010165705,-0.711161724,-0.600732279,0.39909895,-0.00489622,-0.013406603,-0.008510393,-0.004199104,-0.011879525,-0.02082988,-0.025914526,-0.032109033,0.000747623,0.001754181,0.004042588,-0.000271657,50.4441311,50.27779188,50.87107042,50.8711967,50.87174546,50.87107042,49.84653811,49.84330112,50.85113036,-48.74463503,8.374326199,8.373600095,3643.010983,21.79601372,0.461735467,DRREDDY,5466.538872
2016,3112.156108,3115.318119,3108.938919,3112.119253,4934.911296,3112.123918,3112.130827,3112.139108,3112.148213,3112.124266,3112.131843,3112.140337,3112.149211,3118.888195,3112.123918,3105.359641,3112.042434,3112.141284,3112.349028,3112.386915,4385.6,3112.124001,3112.130383,3112.147336,43.04981578,32.40922768,24.5190112,-0.025607592,-0.396730063,0.378592425,1.502624196,-0.007577734,-0.02494579,-0.017368057,-0.008874388,-0.024919611,-0.029001468,-0.048384728,-0.068466852,0.000483749,0.000834004,0.001584605,-0.000789894,50.24341409,50.28026628,49.42294997,49.42095679,49.4235507,49.42294997,49.2504366,49.25338663,49.57493248,-49.88519808,6.515616184,6.516223419,3112.12543,21.3465257,0.43341795,DRREDDY,4669.787578
2017,2553.109423,2555.682149,2550.342129,2552.995191,7369.106228,2553.064983,2553.152295,2553.239025,2553.325143,2553.064939,2553.15185,2553.238387,2553.324762,2558.575976,2553.064983,2547.553989,2553.466682,2553.187765,2553.504452,2553.746987,4385.6,2553.064922,2553.152382,2553.32566,42.41361091,31.74413744,24.09254227,-0.241290205,-5.348332687,-6.874560831,-8.469482257,-0.086910586,-0.259822733,-0.172912147,-0.086374455,-0.241799107,-0.34845659,-0.519802141,-0.691258514,-0.005544903,-0.011044252,-0.021734589,-0.008816468,48.84695825,48.74423577,49.1012653,49.10265787,49.10187177,49.1012653,49.01999046,49.01703771,49.86998431,-51.46518004,5.447560473,5.446242837,2553.00649,21.5775082,0.469725735,DRREDDY,3830.853214
2018,2311.943359,2314.95995,2308.759999,2311.902782,11029.85778,2311.880572,2311.852722,2311.824643,2311.796332,2311.88056,2311.852523,2311.824213,2311.795713,2318.355172,2311.880572,2305.405972,2311.588415,2312.111181,2312.285068,2312.327613,4385.6,2311.880554,2311.852812,2311.79653,41.2622473,30.89910004,23.64165809,0.079610037,-2.917690543,-3.941673623,-4.455194242,0.028037883,0.084847709,0.056809826,0.0284999,0.079884927,0.111486376,0.168483167,0.226608473,0.00348491,0.006909748,0.013829027,0.003197684,49.87596733,49.62697544,50.09126725,50.09059025,50.09106874,50.09126725,49.17330673,49.17296246,50.49634698,-50.28170832,6.31802366,6.317898515,2311.874244,21.82608128,0.526673356,DRREDDY,3469.339949
2019,2702.898782,2705.942627,2699.730735,2702.843779,9534.862807,2702.816145,2702.780516,2702.744778,2702.708799,2702.815886,2702.780256,2702.744222,2702.707975,2709.252026,2702.816145,2696.380264,2702.600393,2702.56702,2702.426273,2702.354829,4385.6,2702.816214,2702.780682,2702.708995,40.46319362,29.32121238,21.41151997,0.101092912,1.241361746,2.185826563,2.89452695,0.035629402,0.107910712,0.07228131,0.036246711,0.101492531,0.142086292,0.213353359,0.286960677,0.003628462,0.007066509,0.014009375,0.003695156,50.48308349,50.4741601,50.78746417,50.78885681,50.7864335,50.78746417,50.22537724,50.22754413,50.35487544,-49.10523567,6.29242224,6.292717094,2702.839047,21.14333432,0.488037912,DRREDDY,4055.807994
2020,4090.481828,4096.212264,4084.342517,4090.463619,19810.52766,4090.214782,4089.90665,4089.600176,4089.295159,4090.215503,4089.908097,4089.602136,4089.296779,4102.454617,4090.214782,4077.974947,4088.880406,4089.792197,4089.498444,4089.771181,3312.298483,4090.214684,4089.905973,4089.293832,40.57815691,29.4294697,21.38637102,0.85424467,-2.889557079,-3.289820282,-3.781088523,0.307405944,0.91872388,0.611317936,0.305356934,0.854941816,1.232110019,1.840810524,2.448174329,0.017362831,0.034348418,0.068347607,0.021785308,50.07358583,49.77417441,50.51201055,50.50747779,50.51617214,50.51201055,48.89229931,48.88852462,51.57915639,-50.45610212,12.02183586,12.02483922,4090.339467,21.59919087,0.520633248,DRREDDY,6138.383522
2021,4900.593097,4905.843073,4894.966286,4900.412809,10600.00962,4900.445705,4900.485085,4900.523203,4900.560766,4900.445282,4900.48426,4900.522697,4900.561157,4911.496437,4900.445705,4889.394974,4900.90659,4900.344966,4900.167663,4899.507717,1872.95,4900.445746,4900.485539,4900.561427,41.42479508,29.92201129,21.81705231,-0.106021803,-1.821926474,-1.147937882,-0.674063737,-0.038977868,-0.11587482,-0.076896952,-0.038459436,-0.107915635,-0.156708273,-0.230264224,-0.307110823,-0.000850679,-0.001573782,-0.003107486,-0.002073393,49.89481367,49.83828847,49.77533928,49.77889533,49.77219187,49.77533928,49.27609793,49.28008042,50.19542916,-50.14456504,10.97835797,10.97596315,4900.407389,22.03005931,0.508088465,DRREDDY,7353.326216
2022,4494.228137,4499.140353,4488.918961,4494.026647,5237.73098,4494.48671,4495.064573,4495.647301,4496.221301,4494.487419,4495.064485,4495.638442,4496.210254,4505.020171,4494.48671,4483.953249,4496.632794,4496.214903,4497.873725,4498.164561,1872.95,4494.486714,4495.063453,4496.224857,43.1691094,31.76914497,22.68894656,-1.605109603,-3.530611609,-4.919454925,-7.413677442,-0.577065531,-1.722834768,-1.145769237,-0.571812284,-1.601777084,-2.322039216,-3.467431373,-4.590215686,-0.024155136,-0.048847713,-0.096642617,-0.03478484,48.36175619,48.7056424,49.8207339,49.81677702,49.82352365,49.8207339,50.27753119,50.26479369,50.46448659,-51.05506489,10.33659036,10.3542549,4494.028654,22.39225599,0.45871475,DRREDDY,6743.599833
2015,1759.741947,1762.030748,1757.346679,1759.684278,1065.831538,1759.680759,1759.676686,1759.672558,1759.668286,1759.680831,1759.676671,1759.672571,1759.668594,1764.966001,1759.680759,1754.395517,1759.599412,1759.375214,1759.417467,1759.160991,1442.484243,1759.68074,1759.676628,1759.668378,43.08989608,32.09039596,24.63037677,0.01175368,0.029499253,-0.053604257,-0.249609579,0.004160317,0.012236468,0.008076082,0.003973803,0.010948615,0.016476264,0.025446904,0.033648041,0.002027432,0.003995622,0.008094114,0.000758628,50.15482868,50.10892352,50.68403571,50.6821298,50.6854319,50.68403571,49.74202722,49.74168936,50.3533441,-49.01716579,4.780055775,4.779190837,1759.687235,22.01680505,0.462972851,EICHERMOT,2640.704087
2016,2052.349214,2054.726657,2049.841081,2052.29058,771.8434764,2052.236843,2052.169333,2052.101628,2052.034281,2052.236779,2052.169326,2052.101986,2052.034774,2057.612667,2052.236843,2046.861019,2051.894994,2052.159379,2052.216198,2052.282848,1390,2052.23687,2052.169422,2052.034134,42.36748193,31.52865007,24.12783816,0.188500916,-1.645846016,-1.252854756,0.301140523,0.067452763,0.202005391,0.134552628,0.067212177,0.188115768,0.270470985,0.404677218,0.538951433,0.008165438,0.016437061,0.032931985,0.009851005,50.39251108,50.19292085,49.95752629,49.95817767,49.95652702,49.95752629,49.13290134,49.13452214,50.15223623,-49.78010241,4.972424873,4.974772937,2052.286106,22.12508926,0.447254545,EICHERMOT,3079.647198
2017,2806.784271,2809.429625,2803.989156,2806.730038,531.7824089,2806.637416,2806.522942,2806.410069,2806.297181,2806.637753,2806.523873,2806.410757,2806.29797,2812.560513,2806.637416,2800.71432,2806.201387,2806.659677,2806.417559,2806.429276,1390,2806.637402,2806.522474,2806.296728,43.16393454,32.06400663,24.21138573,0.315739626,-1.766368692,-1.89647501,-0.952156664,0.113879829,0.339782987,0.225903157,0.112786779,0.315814729,0.455800627,0.681214185,0.906360147,0.009628042,0.018988988,0.037920357,0.012285977,50.46723764,50.23876776,50.47164628,50.47043587,50.47294739,50.47164628,49.68383078,49.68349775,50.66297021,-49.76443515,5.51972414,5.520521137,2806.716273,21.92293602,0.414431751,EICHERMOT,4211.424203
2018,2726.059031,2729.091434,2722.720873,2725.937875,849.3159297,2726.016657,2726.11305,2726.207965,2726.302349,2726.016168,2726.111962,2726.206644,2726.300697,2732.883821,2726.016657,2719.149494,2726.340837,2726.213196,2726.452401,2726.65809,1390,2726.016788,2726.113515,2726.303108,43.98551367,32.85854418,24.74164443,-0.263915559,-2.199646472,-4.094954442,-5.04687616,-0.095793756,-0.284529312,-0.188735555,-0.094053561,-0.263122498,-0.384837113,-0.572556698,-0.759724262,-0.006209811,-0.012245969,-0.024161855,-0.009907814,49.40875715,49.37178285,50.4524068,50.45456809,50.44996953,50.4524068,50.14428417,50.14481128,50.83108875,-50.26678988,6.476026394,6.474756622,2725.916727,22.07805888,0.425611821,EICHERMOT,4090.451871
2019,1986.215565,1988.842097,1983.489407,1986.154459,1884.378099,1986.162012,1986.170895,1986.178724,1986.186432,1986.161812,1986.170268,1986.178302,1986.186285,1991.676354,1986.162012,1980.64767,1986.05991,1986.088302,1986.16504,1986.27588,1390,1986.161961,1986.171141,1986.186818,41.90423177,30.71863976,23.27091328,-0.021465992,-1.998117728,-2.735398685,-3.207001528,-0.008455777,-0.024473442,-0.016017665,-0.007982742,-0.022477937,-0.034131622,-0.048937739,-0.064210814,0.000458457,0.001148374,0.002660633,-0.000888025,49.59324437,49.4853747,49.45047802,49.45155478,49.45006604,49.45047802,49.25550342,49.25550342,49.9123623,-50.99090989,5.417882299,5.418282359,1986.161988,21.59452034,0.466760608,EICHERMOT,2980.586801
2020,1966.972539,1970.237622,1963.679791,1966.939987,10117.27689,1966.909817,1966.873242,1966.838044,1966.80342,1966.910123,1966.874194,1966.839086,1966.804323,1973.718091,1966.909817,1960.101542,1966.807845,1966.777451,1966.686081,1966.464729,2898.042942,1966.909783,1966.872941,1966.802676,41.95588296,30.87232211,22.93858304,0.096894112,-1.07164089,-0.478724055,0.217658319,0.035928388,0.105800286,0.069871898,0.034763769,0.097289059,0.145070685,0.213002232,0.281433355,0.005487884,0.010502089,0.020207848,0.004121208,50.02821428,49.94379586,49.60936547,49.60804188,49.61012793,49.60936547,49.58454519,49.583888,49.89271902,-50.21026797,6.670158791,6.670131803,1966.952467,22.09950021,0.486511013,EICHERMOT,2952.077518
2021,2646.398725,2649.893127,2642.641482,2646.339342,13200.36905,2646.332448,2646.324275,2646.316515,2646.308901,2646.332583,2646.324488,2646.316344,2646.308025,2653.858704,2646.332448,2638.806192,2646.227744,2646.462452,2646.50247,2646.394354,3348,2646.332403,2646.324237,2646.30867,40.58688844,29.19702795,21.42620495,0.021893241,-2.574457248,-2.397399766,-2.39967519,0.008094721,0.024557805,0.016463084,0.008319112,0.023348042,0.032930783,0.047103799,0.06347328,0.001766554,0.003487699,0.006779172,0.00089465,49.79691865,49.67095812,49.76272091,49.76080231,49.76458512,49.76272091,49.09950065,49.09836769,50.85880829,-50.49478681,7.335415095,7.336313287,2646.291317,21.84230639,0.500449862,EICHERMOT,3971.213868
2022,2704.58298,2708.367843,2700.421235,2704.578765,9764.635294,2704.496294,2704.387508,2704.272592,2704.151704,2704.494859,2704.382466,2704.265083,2704.144343,2712.827631,2704.496294,2696.164957,2704.142532,2704.485617,2704.415283,2704.429206,3348,2704.496613,2704.388376,2704.157215,42.84175263,31.67016535,23.60097442,0.337924837,-5.890934166,-6.321306423,-4.967566142,0.11239267,0.350516133,0.238123464,0.12074003,0.340485499,0.434294118,0.68754902,0.940078431,0.009400597,0.01908886,0.041020302,0.012824714,49.78712936,49.45695764,50.66503967,50.68574149,50.64604621,50.66503967,48.42534207,48.43680071,52.15146013,-49.79851694,8.040136793,8.042215686,2704.455948,21.81157406,0.47840715,EICHERMOT,4058.578461
2015,100.9661448,101.1144756,100.822064,100.9648899,32118.29673,100.9667166,100.9690109,100.9713275,100.9736566,100.9667191,100.9690248,100.9713409,100.9736626,101.267574,100.9667166,100.6658592,100.9749557,100.9770041,100.9812292,100.9837851,125.1417249,100.966717,100.9690089,100.9736416,42.80442775,31.82089776,23.81044762,-0.006506122,1.362656615,1.198284921,1.266453792,-0.002305705,-0.006943495,-0.004637788,-0.002321665,-0.006504529,-0.009177815,-0.013883627,-0.018550965,-0.002613236,-0.005286586,-0.010715856,-0.005678071,49.82078323,49.97250414,49.09295154,49.09307291,49.09439608,49.09295154,50.11221485,50.10906051,48.89656531,-50.66395514,0.296853234,0.297001894,100.9671432,21.40713029,0.368267061,GAIL,151.5255076
2016,107.9628052,108.1111437,107.8075298,107.9605754,41499.70555,107.958679,107.9562743,107.9540157,107.9518358,107.9586777,107.9563699,107.9541417,107.9519484,108.2792527,107.958679,107.6381052,107.9411517,107.9726299,107.978018,107.9778591,114.4337358,107.9586818,107.9562641,107.9517503,43.34317043,32.07467244,23.63786969,0.006079651,-3.516151867,-5.791098119,-6.708439977,0.002307722,0.006729243,0.004421522,0.002193315,0.006142044,0.009368032,0.013599282,0.01780062,0.005435659,0.01060044,0.020444861,0.005388952,49.67159844,49.40843736,50.19370835,50.19576499,50.19081967,50.19370835,49.29721224,49.30185738,50.81496947,-50.50260254,0.307417642,0.307421004,107.9597496,21.82125042,0.411204676,GAIL,162.0149086
2017,151.1980538,151.3697211,151.0128284,151.1949427,68510.99043,151.1879852,151.1793099,151.1704707,151.1615225,151.1879829,151.1791914,151.1702766,151.1612755,151.5732458,151.1879852,150.8027246,151.1529661,151.1709005,151.1653843,151.1504176,73.5,151.1879813,151.1793238,151.1616326,44.06447021,32.31811724,23.42434783,0.02510261,-5.840471344,-6.027472647,-5.928569057,0.00879148,0.026707456,0.017915975,0.009001097,0.02524728,0.034965942,0.052975997,0.071210401,0.012306756,0.024928666,0.050751614,0.016481322,49.84520503,49.23640787,49.12116379,49.11958644,49.123978,49.12116379,47.24984131,47.24496683,50.9849297,-51.97656417,0.362162525,0.362212131,151.1924974,22.34006541,0.402134777,GAIL,226.8761353
2018,175.359436,175.6067493,175.1039321,175.3532469,62130.58753,175.3541366,175.3551876,175.3562502,175.3574063,175.3541245,175.3552258,175.3564111,175.3576822,175.8909265,175.3541366,174.8173467,175.3582622,175.3659025,175.3631153,175.3575134,73.5,175.3541391,175.3551966,175.3573482,43.71344934,32.16530496,23.26205209,-0.003316969,0.723312985,1.052420544,1.249868718,-0.001101301,-0.003557711,-0.00245641,-0.001271095,-0.003610216,-0.00423125,-0.006564421,-0.00925654,0.000416996,0.00079768,0.000526577,-0.001755076,50.07960379,50.16342189,50.01436993,50.01578449,50.01263663,50.01436993,50.40845373,50.41302627,49.41564851,-50.09137044,0.509706893,0.509669875,175.3546428,22.15079559,0.463908489,GAIL,263.1587154
2019,149.3117941,149.5155816,149.1008984,149.305254,94537.89989,149.3116608,149.3197335,149.3277874,149.3357426,149.3116735,149.3196942,149.3276447,149.3355387,149.7467699,149.3116608,148.8765518,149.3481762,149.3135264,149.3175192,149.314142,73.5,149.3116594,149.3197222,149.3358056,42.94562425,31.29792639,23.13898635,-0.02222465,-1.679936923,-1.975364928,-2.804896843,-0.008020735,-0.023865266,-0.015844531,-0.007894079,-0.022090531,-0.032269252,-0.048113053,-0.063708356,-0.00960328,-0.019295717,-0.038137476,-0.014917891,49.14864072,49.21610432,49.16647106,49.16417351,49.16815021,49.16647106,49.95945979,49.95658563,49.38911786,-51.00470441,0.41867502,0.41853905,149.3072447,22.17625854,0.44621947,GAIL,224.0660309
2020,99.95902158,100.145828,99.76523437,99.95587532,224303.021,99.95561703,99.95534226,99.95511604,99.95492148,99.95563223,99.95538165,99.95517176,99.95498059,100.3601685,99.95561703,99.5510656,99.95006286,99.94754369,99.94675408,99.9554932,174.005668,99.9556193,99.95532667,99.95488842,41.65762467,30.57553678,22.87383608,0.000539469,-2.557375441,-1.608626234,-1.222449995,0.000250582,6.52E-04,0.000401059,0.000191172,0.000538877,0.001065582,0.001416348,0.001735225,0.003587993,0.00669692,0.012342037,0.000535967,49.95069369,49.84924444,48.91736242,48.91717683,48.91718433,48.91736242,48.66400547,48.66523258,50.1109587,-51.28085674,0.38634098,0.386389243,99.9556459,21.63645476,0.480936009,GAIL,150.0284452
2021,144.5705598,144.7842411,144.3401335,144.5628654,229477.8678,144.5622505,144.5614214,144.5605556,144.5596847,144.5622326,144.5613933,144.5605219,144.5596296,145.0343742,144.5622505,144.0901268,144.5669569,144.5816063,144.5953775,144.5895908,199.65,144.5622491,144.561439,144.5596991,42.19836868,30.94579237,22.92411854,0.002451273,-7.029924903,-8.623193148,-9.351127308,0.000839296,0.002602991,0.001763695,0.00089231,0.002505827,0.003341979,0.005092668,0.006840655,0.002933519,0.005896057,0.01162382,0.001997039,49.20231457,48.72248077,48.26235418,48.26405047,48.26173475,48.26235418,47.99815716,47.99742304,49.95850054,-53.01784199,0.450951055,0.450875344,144.5624133,21.93136998,0.460343387,GAIL,216.9543078
2022,142.1975882,142.3769608,142.0041765,142.1991373,122894.3988,142.1901333,142.1789098,142.1679961,142.1570471,142.1901609,142.1790617,142.168066,142.1571343,142.5835756,142.1901333,141.796691,142.1564636,142.1345816,142.0980699,142.0702329,199.65,142.1901459,142.1788464,142.1569872,42.60553622,30.17893964,21.6410978,0.030688914,2.12479152,6.882564601,8.990823328,0.011099273,0.033026598,0.021927324,0.010931696,0.030577803,0.044294118,0.065960784,0.088470588,0.017732202,0.034648802,0.06904018,0.022794078,51.48272678,51.27752592,52.47256973,52.46917035,52.46063904,52.47256973,49.27488048,49.29465629,52.8777832,-46.98496079,0.378827569,0.379333333,142.1934248,22.70263222,0.521467239,GAIL,213.379049
2020,2240.362377,2245.34594,2235.513337,2240.499114,11562.53642,2239.959405,2239.265652,2238.558279,2237.841081,2239.955111,2239.253897,2238.539975,2237.818249,2250.458665,2239.959405,2229.460144,2235.716978,2240.435694,2238.953506,2238.889149,1650,2239.960326,2239.268173,2237.852023,45.36877616,34.58031212,26.90723846,2.020643423,-5.37322898,-8.753063525,-8.408925843,0.701214228,2.136862186,1.435645882,0.721850483,2.026109751,2.770669291,4.226771654,5.710162402,0.072354818,0.148294675,0.308438466,0.098565393,50.07604742,49.47176864,46.90910516,46.91987034,46.88710365,46.90910516,47.01702212,47.03357379,49.20516408,-53.00226911,9.945958277,9.909301181,2240.452797,22.20986409,0.398640701,GLAND,3363.102608
2021,3216.933231,3222.265132,3211.341449,3216.85974,3543.422759,3216.695608,3216.489201,3216.284786,3216.083147,3216.695486,3216.490886,3216.287803,3216.085355,3227.652989,3216.695608,3205.738227,3215.726312,3216.443479,3216.26082,3216.121265,1650,3216.695738,3216.489331,3216.080882,43.52087924,32.81963465,24.68879845,0.564265184,-2.827497237,-2.844500668,-2.749853717,0.204599822,0.610131508,0.405531686,0.202448162,0.566921596,0.823609985,1.222631977,1.619065759,0.015471745,0.030917354,0.060881487,0.018585631,49.60068291,49.39483524,48.79392614,48.79462646,48.79238657,48.79392614,48.64142845,48.6450145,50.05716336,-52.26360248,11.03592334,11.03482196,3216.822107,21.75499658,0.357250336,GLAND,4827.935857
2022,3589.809333,3594.572882,3583.919627,3589.393706,2621.679216,3589.895247,3590.524533,3591.133693,3591.725423,3589.894056,3590.509752,3591.113076,3591.711013,3601.053038,3589.895247,3578.737457,3593.646914,3589.785319,3590.324751,3590.41212,1650,3589.893449,3590.527134,3591.741126,47.41162583,35.9328651,27.68554841,-1.659544872,-4.782197549,-4.680397235,-5.819467721,-0.615696449,-1.816957583,-1.201261134,-0.597937649,-1.672290506,-2.486509804,-3.64672549,-4.801215686,-0.034155753,-0.066732303,-0.127986519,-0.046771158,47.85153978,48.31172016,52.15151123,52.15292255,52.1736163,52.15151123,51.09619991,51.06170298,53.34549173,-49.83025537,10.70050665,10.74078431,3589.295405,22.28571227,0.368800407,GLAND,5386.532696
