year,quarter,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,ht_trendline,kama10,kama20,kama30,sar,trima5,trima10,trima20,adx5,adx10,adx20,apo,cci5,cci10,cci15,macd510,macd520,macd1020,macd1520,macd1226,mom10,mom15,mom20,roc5,roc10,roc20,ppo,rsi14,rsi8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ultosc,willr,atr,trange,typprice,ht_dcperiod,beta,company,average
2015,1,1608.02761,1610.159525,1605.868866,1607.993816,5978.608378,1607.979033,1607.964538,1607.948557,1607.926005,1607.97954,1607.961783,1607.939612,1607.914092,1612.700576,1607.979033,1603.257489,1607.771697,1608.387418,1609.013053,1609.282513,1494.757912,1607.978384,1607.964627,1607.930166,40.23414679,28.5496716,19.64870797,0.065907473,2.990689872,2.158236821,2.811551741,0.017757285,0.065448092,0.047690785,0.025523104,0.072565392,0.064461436,0.105518617,0.17947141,0.00303829,0.006155108,0.015239392,0.004273168,50.39262687,50.48788549,50.6338881,50.63594779,50.63700638,50.6338881,50.52689105,50.52689105,49.73379327,-49.7474375,4.381415727,4.376379654,1608.007402,22.02849091,0.421984218,ACC,2413.093958
2015,2,1486.564984,1488.625661,1484.555563,1486.528634,4164.308634,1486.578595,1486.64478,1486.714022,1486.787143,1486.579399,1486.647779,1486.719925,1486.794934,1490.814121,1486.578595,1482.343068,1487.075949,1486.920297,1486.967746,1486.888813,1697.874689,1486.578316,1486.644044,1486.78399,41.88976804,31.306963,23.04521511,-0.205362617,-1.389952307,-1.352683779,-1.573104608,-0.068380383,-0.215534851,-0.147154468,-0.075008788,-0.211759076,-0.266754098,-0.412579235,-0.573234973,-0.007574586,-0.015929167,-0.03440431,-0.013659569,49.57969879,49.70709075,48.04916708,48.03886043,48.06370979,48.04916708,49.49599254,49.48072992,48.20077943,-51.45200718,4.119554985,4.118535519,1486.569953,22.00785671,0.456972036,ACC,2230.903443
2015,3,1398.619271,1400.373229,1396.878396,1398.593396,3872.316875,1398.632654,1398.684073,1398.734861,1398.784942,1398.633195,1398.683803,1398.734239,1398.784255,1402.278798,1398.632654,1394.98651,1398.881564,1398.607464,1398.818475,1398.775462,1774.65,1398.632628,1398.683625,1398.785457,40.45218577,29.30311527,21.83495821,-0.141197316,-0.100333013,-0.123836642,-0.052179625,-0.0506087,-0.151060375,-0.100451675,-0.050016106,-0.13950802,-0.203427083,-0.301791667,-0.40334375,-0.006247833,-0.012971506,-0.025896007,-0.010170014,49.70776385,49.78143419,49.09225035,49.0873443,49.09510257,49.09225035,49.85081951,49.84453336,49.06953384,-50.96706443,3.558829293,3.55775,1398.615007,20.85870704,0.478372873,ACC,2098.812427
2015,4,1357.399291,1358.710064,1356.082509,1357.377455,2701.754822,1357.371383,1357.364397,1357.358177,1357.350821,1357.371527,1357.364431,1357.35687,1357.348709,1360.024772,1357.371383,1354.717995,1357.368566,1357.353539,1357.326067,1357.213207,1774.65,1357.371371,1357.364114,1357.351292,40.26109039,28.68168849,20.72845563,0.021255379,-1.673366756,-1.721092952,-0.682449754,0.007095608,0.022817952,0.015722345,0.008160981,0.023200943,0.026512968,0.040988694,0.060984261,0.001576423,0.002785134,0.006045557,0.001594973,49.99848766,49.9080884,49.23947283,49.23941276,49.23841497,49.23947283,49.32895229,49.32895229,49.34332417,-50.05582012,2.66763021,2.668754157,1357.39001,20.84441106,0.407796333,ACC,2036.751319
2016,1,1269.226678,1270.891878,1267.528233,1269.215222,3031.656444,1269.208433,1269.1948,1269.179286,1269.164754,1269.207352,1269.193879,1269.179827,1269.165573,1272.697984,1269.208433,1265.718882,1269.170623,1269.337541,1269.303712,1269.425519,1774.65,1269.208607,1269.196013,1269.164692,41.10362161,29.50065557,21.96489648,0.039883405,-1.39294532,-3.618468043,-4.373772402,0.013473294,0.041779648,0.028306353,0.01425379,0.040245077,0.0556,0.083444444,0.108122222,0.002328073,0.005777073,0.011318392,0.002955506,49.90646398,49.87680124,50.1210027,50.13180983,50.10803257,50.1210027,49.74093704,49.75976996,50.17436313,-50.0863441,3.405748201,3.405922222,1269.211778,21.12992771,0.444688783,ACC,1904.655994
2016,2,1483.560161,1485.030237,1482.123473,1483.598419,4033.97828,1483.494989,1483.370219,1483.245229,1483.11885,1483.495866,1483.370079,1483.244619,1483.119861,1486.510531,1483.494989,1480.479448,1482.959964,1483.36198,1483.1842,1483.021883,1774.65,1483.494809,1483.369403,1483.119746,41.72649007,30.53509732,22.36047768,0.353822994,1.653292566,4.875354149,5.770017773,0.125786675,0.376005095,0.250218419,0.124758721,0.348482648,0.501193548,0.755946237,1.01311828,0.017578891,0.034548082,0.069975249,0.023758143,51.46283609,51.32653372,50.1889376,50.17850874,50.20308297,50.1889376,49.39080522,49.37257981,49.98669438,-49.08966542,2.946603431,2.945451613,1483.584043,22.13034476,0.426251866,ACC,2226.091973
2016,3,1650.110172,1651.725624,1648.356108,1650.075269,3756.948602,1650.082062,1650.089026,1650.093077,1650.097381,1650.081493,1650.087595,1650.092989,1650.098243,1653.686718,1650.082062,1646.477407,1650.062337,1649.827032,1649.604268,1649.769163,1774.65,1650.081963,1650.089726,1650.09805,41.73131855,30.46622132,22.60517245,-0.013687414,-4.517529459,-3.941496236,-3.437517186,-0.006101313,-0.016749708,-0.010648395,-0.005254363,-0.014641673,-0.024473118,-0.02927957,-0.044634409,-0.000438307,-0.000292593,-0.000200756,-0.000828559,49.6216644,49.45471413,50.7272101,50.73013438,50.72649457,50.7272101,49.45816896,49.4591889,51.09462287,-49.42465291,3.4093502,3.413290323,1650.052333,21.18458772,0.450004028,ACC,2475.903677
2016,4,1426.410693,1428.043318,1424.659647,1426.337922,3917.70133,1426.457061,1426.605657,1426.758228,1426.912528,1426.457346,1426.607865,1426.759392,1426.910728,1429.970709,1426.457061,1422.943413,1427.122139,1426.495834,1426.485336,1426.791642,1774.65,1426.457301,1426.604935,1426.910496,40.74474238,29.81577861,22.16939897,-0.429245764,-4.23201423,-4.62770423,-6.210940186,-0.150519479,-0.453382,-0.302862521,-0.151335934,-0.423423724,-0.600479616,-0.914606497,-1.219620667,-0.019167968,-0.039354314,-0.080168071,-0.029433274,49.01243007,48.97395238,47.20230373,47.2025875,47.19505919,47.20230373,48.20795381,48.22300426,48.69913998,-52.83816841,3.43973914,3.437606279,1426.346962,21.12215163,0.45622436,ACC,2140.373141
2017,1,1404.918043,1406.297925,1403.512323,1404.882753,4455.953118,1404.832733,1404.769539,1404.703718,1404.635412,1404.832405,1404.767532,1404.700852,1404.633556,1407.700019,1404.832733,1401.965448,1404.503389,1404.812232,1404.886983,1404.55622,1774.65,1404.83264,1404.770159,1404.637547,42.54269845,30.79175941,22.50991999,0.190670871,-5.115803813,-6.294837074,-6.63843735,0.064872844,0.198848891,0.133976047,0.067296535,0.188183871,0.255634409,0.396010753,0.536301075,0.009427204,0.019518258,0.041026006,0.013806449,50.03778284,49.62544161,48.22893413,48.22872717,48.23622563,48.22893413,48.00856236,47.99269588,49.26926549,-52.06991495,2.82464575,2.819569892,1404.897667,21.31535276,0.435631385,ACC,2108.054086
2017,2,1603.853716,1605.642186,1602.105672,1603.865016,5150.355847,1603.812343,1603.74622,1603.681112,1603.617323,1603.812325,1603.747025,1603.682402,1603.617828,1607.572375,1603.812343,1600.052311,1603.503762,1603.905268,1604.053021,1603.682833,1774.65,1603.812386,1603.746114,1603.616236,42.75626919,31.58312955,23.124394,0.178796763,-3.2047584,-3.002628501,-2.828164175,0.065300762,0.194497002,0.12919624,0.064573663,0.181402957,0.263519126,0.390174863,0.513300546,0.009666956,0.019214815,0.037562608,0.011909759,50.23504011,50.06589952,49.09801548,49.09795457,49.09702826,49.09801548,48.27552298,48.27890982,49.46884986,-50.65492934,3.579304949,3.583595628,1603.870958,21.04756878,0.452450146,ACC,2406.695022
2017,3,1749.80684,1751.641731,1747.849061,1749.770198,6531.190781,1749.731268,1749.682823,1749.632531,1749.579949,1749.73128,1749.681078,1749.628797,1749.575595,1753.698819,1749.731268,1745.763716,1749.617293,1749.721482,1749.684376,1749.374959,1265.135755,1749.731141,1749.68318,1749.581793,42.30761527,31.53726792,23.83554398,0.149257198,-2.723148191,-1.941172132,-1.597206827,0.050202336,0.155684592,0.105482256,0.053201594,0.148547548,0.198036705,0.300853606,0.420209134,0.006574316,0.013564235,0.028654216,0.00927302,50.42845152,50.28025231,50.33889368,50.34314713,50.33330721,50.33889368,48.94560341,48.94595922,50.64579982,-49.66709022,3.837206131,3.842370892,1749.753663,21.87842405,0.516645223,ACC,2625.566261
2017,4,1741.530456,1743.235797,1739.797656,1741.525638,5075.00109,1741.481445,1741.42638,1741.37224,1741.318902,1741.481466,1741.427314,1741.37438,1741.321978,1745.085309,1741.481445,1737.877582,1741.16338,1741.299605,1741.407852,1741.248934,1174,1741.481557,1741.426114,1741.318213,40.81495984,28.793475,20.60307837,0.147221873,-2.896970951,-2.557055922,-2.225229323,0.054152628,0.159488644,0.105336015,0.052402228,0.146909544,0.216830172,0.326913015,0.423675605,0.007047387,0.013642318,0.026615287,0.008616295,50.25218454,49.9329625,49.71057917,49.70770875,49.71536912,49.71057917,48.54096882,48.5401129,49.76837294,-49.80404249,3.491132365,3.484881186,1741.519697,21.07870592,0.414706638,ACC,2613.134625
2018,1,1671.911111,1673.785311,1669.993244,1671.857456,4265.089778,1671.971213,1672.110916,1672.249315,1672.387943,1671.970759,1672.110154,1672.249019,1672.387725,1675.974317,1671.971213,1667.96811,1672.335047,1672.337309,1672.685317,1672.932301,1174,1671.971385,1672.111306,1672.388189,39.43755151,27.7867709,20.57759943,-0.387893803,-5.57915059,-7.663883305,-9.774922562,-0.139395082,-0.416965447,-0.277570366,-0.138705331,-0.388153211,-0.558055556,-0.8349,-1.112311111,-0.016486255,-0.032609783,-0.065081919,-0.023730617,48.41740623,48.34472944,47.74891277,47.75525545,47.73865747,47.74891277,49.11526912,49.12129076,48.76117511,-53.36007136,3.852274882,3.852566667,1671.87867,20.46529534,0.465182356,ACC,2508.781933
2018,2,1428.325083,1429.895604,1426.679677,1428.253875,6487.257917,1428.322683,1428.411388,1428.503564,1428.595932,1428.323416,1428.413268,1428.504121,1428.594988,1431.790411,1428.322683,1424.854956,1428.76158,1428.566974,1428.660984,1429.015803,1174,1428.322722,1428.410439,1428.594842,41.86112407,30.87206288,22.79158672,-0.257625334,-6.26549663,-7.612368474,-8.90633958,-0.089851129,-0.271571538,-0.181720409,-0.090866843,-0.254465393,-0.359041667,-0.54584375,-0.72834375,-0.011431663,-0.02397113,-0.048598456,-0.018105367,48.61793088,48.48769117,47.79043129,47.7843238,47.79217025,47.79043129,48.44974499,48.46043412,48.71968232,-53.29681158,3.252991003,3.255708333,1428.276385,21.5004569,0.460522018,ACC,2143.235443
2018,3,1504.767508,1506.890798,1502.61635,1504.76576,10164.53071,1504.670177,1504.558495,1504.444772,1504.330465,1504.671244,1504.557637,1504.443226,1504.327468,1509.309956,1504.670177,1500.030398,1504.209891,1504.358968,1504.131273,1504.211541,1174,1504.669132,1504.558303,1504.331191,42.54106804,31.57116715,23.70827387,0.31964691,-2.63034331,-1.81551354,-0.903456708,0.113606742,0.343775731,0.230168989,0.11575776,0.325474437,0.456655738,0.68684153,0.912721311,0.017775984,0.035528956,0.070928583,0.022306001,50.54360187,50.1735716,49.03171116,49.0263208,49.04260667,49.03171116,48.08029076,48.06025989,49.93476715,-50.68695095,4.338692819,4.345956284,1504.757636,21.93359528,0.47021536,ACC,2258.198973
2018,4,1464.06762,1466.26803,1461.820235,1464.065847,9353.400266,1464.087968,1464.107422,1464.127408,1464.147699,1464.086714,1464.107641,1464.129656,1464.154011,1468.824942,1464.087968,1459.350993,1463.949078,1464.196633,1464.408318,1464.633453,1174,1464.08892,1464.107949,1464.147529,41.73537931,31.0076046,23.32429075,-0.058235233,1.075385738,0.448159025,0.048138401,-0.020927902,-0.06729759,-0.046369688,-0.024354766,-0.070434954,-0.085538564,-0.125764628,-0.166821809,-0.001454375,-0.002394322,-0.00412055,-0.003752328,50.06112593,50.16193085,50.89373641,50.89887045,50.88449999,50.89373641,50.73195644,50.74571919,50.45245616,-49.38066101,4.545987183,4.534452571,1464.05137,21.63257375,0.51288517,ACC,2197.178147
2019,1,1462.65628,1464.45429,1460.820204,1462.647634,9945.299355,1462.579473,1462.494922,1462.419253,1462.353138,1462.579868,1462.502146,1462.431563,1462.364878,1466.391695,1462.579473,1458.767252,1462.133348,1462.900587,1463.005438,1463.1149,1174,1462.579321,1462.494572,1462.344896,42.23137916,30.83787454,22.6541668,0.184250414,-3.774356884,-5.801166491,-5.703380624,0.077721763,0.214989773,0.13726801,0.066684434,0.185924215,0.330204301,0.449129032,0.556806452,0.011688695,0.022773837,0.038924012,0.011787875,50.14356783,49.81652222,49.37048237,49.37537406,49.37073965,49.37048237,48.55554559,48.56048121,50.04256151,-51.16825222,3.656384734,3.668387097,1462.64071,21.6086729,0.507092963,ACC,2194.864392
2019,2,1621.907111,1623.914589,1619.760233,1621.853889,10222.33978,1621.90052,1621.957648,1622.005346,1622.042987,1621.899949,1621.949728,1621.990727,1622.02578,1626.196404,1621.90052,1617.604636,1622.1312,1621.753463,1621.796838,1622.162533,1174,1621.900709,1621.958227,1622.051709,40.18675909,29.49441976,22.40578584,-0.103019587,-3.954746341,-4.470431027,-3.846037588,-0.049779135,-0.125830751,-0.076051616,-0.035052857,-0.095564015,-0.220555556,-0.282144444,-0.329822222,-0.006316361,-0.011777262,-0.016339027,-0.006413648,49.26082801,49.07659749,49.26383382,49.26230963,49.26451593,49.26383382,48.96172587,48.94770453,50.48695799,-51.26799892,4.215805654,4.205477778,1621.842904,21.3042031,0.505559791,ACC,2433.794706
2019,3,1548.472892,1550.674537,1546.251926,1548.454281,11275.18438,1548.433436,1548.409017,1548.382844,1548.354819,1548.433725,1548.407739,1548.380884,1548.353932,1553.139313,1548.433436,1543.727558,1548.246075,1548.306121,1548.176064,1548.266055,1174,1548.43338,1548.408519,1548.356468,40.52772393,29.04145196,20.80530372,0.078303668,-3.51706435,-4.979930316,-4.194603769,0.025985476,0.079792964,0.053807488,0.026952359,0.075028368,0.099408348,0.160811102,0.218061532,0.004438593,0.008560665,0.018498743,0.004972183,49.91169752,49.67722262,49.37803179,49.37238649,49.38153988,49.37803179,48.84022743,48.83584419,49.49770414,-50.21204578,4.477584026,4.480583046,1548.460248,21.57171117,0.535386864,ACC,2323.8005
2019,4,1494.876995,1496.602959,1493.024446,1494.799335,9735.857713,1494.871782,1494.960239,1495.049455,1495.140964,1494.871364,1494.961209,1495.052516,1495.145165,1498.537611,1494.871782,1491.205953,1495.314116,1494.94531,1495.301748,1495.616514,1174,1494.871703,1494.961011,1495.139331,41.11875049,29.50191917,20.87524715,-0.256178325,-6.592815256,-7.957913017,-9.366315229,-0.089844484,-0.27380018,-0.183955696,-0.092648137,-0.259949281,-0.352936613,-0.54283023,-0.726595745,-0.01113755,-0.021740503,-0.044773017,-0.016718104,48.73259569,48.4514985,48.00848611,48.01434816,48.00712581,48.00848611,48.14080733,48.14734389,49.32063462,-52.76027863,3.625027673,3.619038121,1494.808913,22.26760893,0.496647397,ACC,2243.115182
2020,1,1362.995814,1365.378066,1360.568951,1362.936176,11772.64148,1363.136658,1363.38669,1363.635821,1363.884402,1363.136576,1363.38611,1363.635226,1363.884447,1368.47678,1363.136658,1357.796536,1364.126111,1363.315901,1363.668044,1363.835276,1323.73558,1363.136834,1363.386653,1363.884989,40.58121864,28.07016242,19.89949089,-0.696956872,-5.681121868,-7.515161045,-9.377999924,-0.249533913,-0.747870793,-0.49833688,-0.249221087,-0.698572982,-1.000209293,-1.49421306,-1.993501465,-0.037988498,-0.076696463,-0.153923864,-0.058185294,48.49939234,48.45615537,48.55955872,48.56132259,48.55060963,48.55955872,49.14083933,49.15163113,49.34059178,-51.82070019,4.928950469,4.933968188,1362.961065,21.77924735,0.52730012,ACC,2045.662542
2020,2,1194.205898,1196.592599,1191.833243,1194.257401,19987.72294,1194.092416,1193.887498,1193.687814,1193.490428,1194.09281,1193.890725,1193.690849,1193.491495,1198.926945,1194.092416,1189.257886,1193.154192,1194.070145,1193.855797,1193.822056,1869.95,1194.092284,1193.887207,1193.487499,39.90331133,29.21562127,21.58659976,0.553722584,-0.736896408,0.916667953,2.4089679,0.202084679,0.601315475,0.399230796,0.1993544,0.558616658,0.815864407,1.200112994,1.59659887,0.03820911,0.07581479,0.149260195,0.048682521,51.23025673,50.9147152,49.54854932,49.54347194,49.56056231,49.54854932,48.87965103,48.86648006,50.4072233,-49.82962945,4.840518436,4.840508475,1194.227748,21.83766194,0.541095104,ACC,1792.50922
2020,3,1367.768111,1369.606929,1365.821818,1367.737071,14155.27758,1367.711576,1367.680214,1367.645298,1367.608703,1367.711532,1367.678087,1367.643323,1367.608326,1371.568987,1367.711576,1363.854165,1367.700454,1367.877585,1367.694316,1367.683963,1869.95,1367.711459,1367.680392,1367.610734,39.40753021,28.99022952,21.60843796,0.101977143,-1.897846368,-2.33403679,-1.555609934,0.033444662,0.103205498,0.069760836,0.034996436,0.097787542,0.129181818,0.20889899,0.282686869,0.005600157,0.011469798,0.024721287,0.007536992,50.0242874,49.78476399,49.30031192,49.29953794,49.30187336,49.30031192,48.28604325,48.28112336,50.51665926,-51.28109525,3.831249096,3.82920202,1367.721939,21.45509523,0.51533096,ACC,2052.517838
2020,4,1623.943608,1626.377091,1621.484502,1623.933891,23400.5148,1623.838614,1623.717699,1623.597267,1623.477516,1623.8382,1623.717918,1623.597592,1623.476775,1628.729799,1623.838614,1618.947429,1623.31625,1623.990589,1624.002324,1623.74787,1869.95,1623.838727,1623.717776,1623.477075,39.59244778,28.71041894,20.88039437,0.335442242,0.63941561,0.786080224,0.856622525,0.120282225,0.361425229,0.241143004,0.120817774,0.339148825,0.481660232,0.72037752,0.959116259,0.017305444,0.034513321,0.068693077,0.022340022,50.40594307,50.19033477,50.00992948,50.0148239,50.00756071,50.00992948,49.73689186,49.74658033,50.01388514,-50.76170013,4.953192419,4.95036465,1623.931828,22.28107337,0.535908974,ACC,2437.119343
2021,1,1760.313377,1763.018438,1757.594037,1760.321892,16282.97448,1760.197492,1760.040228,1759.881661,1759.723061,1760.197085,1760.039737,1759.88283,1759.727024,1765.789171,1760.197492,1754.605812,1759.50051,1759.592694,1759.26521,1759.173608,1596.705732,1760.19762,1760.040695,1759.723308,40.60070131,28.80804367,21.09656713,0.441563214,-0.35691096,1.27862246,3.434406392,0.157347762,0.470061114,0.312713353,0.155806502,0.435160882,0.630022002,0.950726073,1.258767877,0.018978367,0.038216764,0.07637199,0.025155046,50.58916468,50.45923984,50.00252469,50.00938616,49.99265333,50.00252469,48.60803384,48.61401821,49.9810569,-49.06381826,5.471997485,5.479988999,1760.311456,21.59430252,0.517266425,ACC,2641.815457
2021,2,1950.891563,1953.267268,1948.437322,1950.859158,9810.280656,1950.809775,1950.748064,1950.684109,1950.617867,1950.809617,1950.745971,1950.679455,1950.610573,1955.763701,1950.809775,1945.855849,1950.780584,1950.418374,1950.188704,1950.561956,895.15,1950.80964,1950.748283,1950.619968,39.02622014,27.03771472,18.99792979,0.187782892,-0.055400735,2.970272539,5.362705183,0.063645696,0.199044207,0.135398511,0.068881881,0.194324566,0.249377049,0.382622951,0.526896175,0.00712672,0.014400002,0.029847265,0.009575923,50.66431597,50.56695168,50.0101675,50.00771298,50.01497683,50.0101675,48.57506702,48.55938907,50.13327021,-48.9988545,4.899607221,4.895136612,1950.854583,21.42942737,0.510972199,ACC,2927.485929
2021,3,2296.554021,2299.257651,2293.934984,2296.547937,8078.988995,2296.44728,2296.322079,2296.199585,2296.078179,2296.447616,2296.323887,2296.201775,2296.080457,2301.924779,2296.44728,2290.969781,2295.972336,2296.388041,2296.36518,2296.392371,895.15,2296.447412,2296.321591,2296.076775,41.23561851,29.88728997,21.92862994,0.339631393,-1.5881813,-1.61908796,-1.875793753,0.123728784,0.367158352,0.243429568,0.121317552,0.339535454,0.497206349,0.737058201,0.978899471,0.012625116,0.024878068,0.048981951,0.015892465,50.11143995,49.91395072,48.60187034,48.60797663,48.59067902,48.60187034,48.92342737,48.94445593,48.5570167,-51.24036311,5.365442779,5.364973545,2296.58019,21.46838206,0.459791729,ACC,3446.225143
2021,4,2302.531767,2305.544348,2299.390455,2302.45548,5974.974045,2302.46959,2302.490358,2302.513337,2302.538301,2302.47028,2302.49216,2302.515363,2302.538896,2308.597372,2302.46959,2296.341809,2302.343542,2302.522162,2302.852295,2302.977592,895.15,2302.469335,2302.490008,2302.536417,41.17492685,30.46702695,22.71275326,-0.06970652,-0.589709566,-0.686540088,0.304048661,-0.021879634,-0.068615591,-0.046735957,-0.023532393,-0.066358657,-0.082968683,-0.135306735,-0.191162591,-0.000864954,-0.001974481,-0.004951937,-0.003087281,50.16435972,50.12549507,49.60055705,49.58460831,49.62134819,49.60055705,50.13050272,50.1090527,49.94105138,-50.66381846,6.206542097,6.208901759,2302.463428,22.70518203,0.459942994,ACC,3455.239575
2022,1,2259.922725,2262.911255,2256.768176,2259.883961,4999.878431,2259.913024,2259.945655,2259.976222,2260.00533,2259.912165,2259.943867,2259.974202,2260.004321,2266.217985,2259.913024,2253.608062,2260.122414,2259.648797,2260.097319,2260.357026,895.15,2259.913237,2259.946224,2260.006936,40.71171999,29.27439835,22.8812931,-0.079776018,-0.336399796,2.158381264,1.762585218,-0.03170176,-0.092155663,-0.060453903,-0.030119055,-0.083388194,-0.130509804,-0.18927451,-0.236235294,-0.002129868,-0.003989144,-0.007145021,-0.00360074,49.99668226,50.06921874,50.40802812,50.4236524,50.39541198,50.40802812,50.08754427,50.10061617,50.86437823,-49.04213073,6.206965676,6.205901961,2259.854464,21.0051211,0.466591256,ACC,3391.295343
2015,1,656.7406582,657.9259475,655.4806516,656.715891,23706.74136,656.7375532,656.763386,656.7912278,656.8187832,656.7373777,656.7637745,656.7888185,656.8119817,659.269034,656.7375532,654.2060724,656.8385157,656.9006457,656.7368279,656.9307491,629.6488032,656.7377364,656.7632729,656.8184615,40.52443477,30.16553543,22.48526069,-0.073865419,-5.960508869,-9.215650996,-10.3502716,-0.026396807,-0.07460408,-0.048207164,-0.023152938,-0.063845469,-0.106565824,-0.166954787,-0.212932181,-0.00648062,-0.01338981,-0.026555061,-0.011591519,49.27404857,48.91082542,49.12359244,49.13141879,49.10704117,49.12359244,48.2433604,48.2700766,50.14892,-50.98574242,2.492848134,2.490791223,656.7074967,21.85095444,0.504510821,ADANIENT,985.6662733
2015,2,496.9268634,497.8737814,495.8219672,496.823388,62704.44503,497.0522011,497.3387869,497.6254171,497.9132508,497.052305,497.3393693,497.6277007,497.9171587,499.4273559,497.0522011,494.6770462,498.5247861,496.9234707,496.775836,496.7035579,719.4635628,497.0521154,497.3387945,497.9124782,42.12460733,32.20138079,25.38581956,-0.807442133,-2.587066397,-2.180881999,-1.142339295,-0.287064269,-0.864853691,-0.577789421,-0.289458006,-0.810962122,-1.145836066,-1.720273224,-2.303781421,-0.151019376,-0.26828752,-0.497701636,-0.26856564,49.1585899,49.28742494,50.06998241,50.06415972,50.08136328,50.06998241,49.53875344,49.52766709,50.54181033,-49.78463001,2.098124229,2.092306011,496.8397122,21.70492935,0.510140909,ADANIENT,745.784765
2015,3,82.95963542,83.14898958,82.76183333,82.95419792,62434.74229,82.95832292,82.9636875,82.96906736,82.97442552,82.95837426,82.9637182,82.96912865,82.97461857,83.36382705,82.95832292,82.55281878,82.98154017,82.98740633,82.993163,83.02286387,803.9,82.9583206,82.96364167,82.97442898,44.03247483,34.16759455,26.17107327,-0.015120326,-8.834570131,-12.75254901,-14.3776996,-0.005343937,-0.016244311,-0.010900374,-0.005489925,-0.015459,-0.021375,-0.031979167,-0.0429375,-0.00778956,-0.016019064,-0.0316912,-0.017614728,48.2338043,47.89377634,47.32042673,47.32056047,47.32027628,47.32042673,47.91310039,47.91167447,49.35242183,-54.67834494,0.395073379,0.395270833,82.95500694,22.09863198,0.466535054,ADANIENT,124.5299063
2015,4,83.45468854,83.61851031,83.28454888,83.45230548,47342.52671,83.45120151,83.44953558,83.44764502,83.44558801,83.45111248,83.44934889,83.44742655,83.44546535,83.793883,83.45120151,83.10852001,83.4536133,83.44129546,83.4666148,83.48052997,803.9,83.45119953,83.4496128,83.44575633,43.1081104,32.64842548,24.66558651,0.005801488,-6.627987861,-6.857729826,-8.490073751,0.001763585,0.005647131,0.003883546,0.001961202,0.005473933,0.006750166,0.011095101,0.015650632,0.006253754,0.013404322,0.029227596,0.007168187,49.22835089,48.81675934,48.60367361,48.61239622,48.60414719,48.60367361,47.83800312,47.83598533,49.954773,-51.69154014,0.339389749,0.339060075,83.45178822,21.30437538,0.384478042,ADANIENT,125.2607847
2016,1,70.33494444,70.5144,70.14117778,70.32717778,50822.39578,70.33148,70.33687778,70.34236519,70.34778333,70.33150276,70.33690605,70.34228558,70.34761213,70.71145344,70.33148,69.95150656,70.35622915,70.36785147,70.384247,70.40872269,803.9,70.33149752,70.33684889,70.34779384,42.47801199,31.84723322,23.56190288,-0.015160613,-4.085624353,-5.926317291,-6.901382462,-0.005403287,-0.016109366,-0.010706079,-0.005326551,-0.014884403,-0.021711111,-0.032633333,-0.043266667,-0.009873571,-0.019988942,-0.039494791,-0.019105044,49.59966942,49.37976794,49.88099675,49.87581066,49.87244296,49.88099675,49.38105469,49.39436354,50.37461809,-50.64342825,0.380714721,0.380911111,70.32758519,22.12949831,0.459508249,ADANIENT,105.5849889
2016,2,77.59317204,77.74493548,77.44258065,77.5935914,47104.55462,77.58787097,77.58101183,77.57454265,77.5683328,77.58795047,77.58130158,77.5749267,77.56870445,77.90527801,77.58787097,77.27046393,77.57509427,77.57629826,77.55476402,77.53480703,803.9,77.5878602,77.58092939,77.5680696,44.24124689,34.26110484,26.88518919,0.017434726,0.432698608,2.472668506,3.842334081,0.006648898,0.019246019,0.012597121,0.006222248,0.017358495,0.027064516,0.039139785,0.05111828,0.020107086,0.038825685,0.07405132,0.021977936,50.96846367,50.82117483,50.01350194,50.00796224,50.02204846,50.01350194,48.90392511,48.90250941,49.64008463,-48.69178047,0.307199399,0.307290323,77.59370251,21.88635593,0.386862756,ADANIENT,116.4662258
2016,3,76.48776344,76.62187097,76.34216129,76.48045161,47641.49441,76.48962796,76.50086667,76.51162151,76.52230215,76.48955458,76.50059925,76.51148149,76.52230932,76.75527704,76.48962796,76.22397887,76.53394888,76.50354115,76.52269372,76.5349736,803.9,76.48962364,76.50096308,76.52248465,40.21731238,29.26350265,21.03049196,-0.030047629,-4.505934027,-6.534717713,-8.129660497,-0.011044665,-0.032754737,-0.021710072,-0.010827832,-0.030273615,-0.044387097,-0.065236559,-0.086913978,-0.028697793,-0.055663255,-0.109686402,-0.039923313,48.7078184,48.58975488,48.90056517,48.90412788,48.90099498,48.90056517,49.71031992,49.69168763,49.39287181,-51.64524587,0.28328709,0.283043011,76.48149462,21.15316325,0.409712568,ADANIENT,114.7929516
2016,4,67.89060388,68.00834968,67.7704818,67.8912688,29888.5799,67.88655766,67.88064857,67.87485284,67.86912906,67.88655236,67.88070269,67.87485784,67.86900082,68.13612486,67.88655766,67.63699046,67.86804992,67.87262942,67.83932107,67.81347004,803.9,67.8865574,67.88064385,67.8690588,40.84752013,30.07170318,22.71571315,0.016163503,-0.98625366,1.11796939,2.819269546,0.005849677,0.017551541,0.011701864,0.005857022,0.016357689,0.023555701,0.034565075,0.046435579,0.01866676,0.0367179,0.072403841,0.022893518,50.97582821,50.86779768,50.45143449,50.45251497,50.45055607,50.45143449,49.45203138,49.46149279,50.696751,-48.81117077,0.242597135,0.242816656,67.89003343,20.7108584,0.421706338,ADANIENT,101.8935906
